user_id,email,created_date,browser,shipping_address
66,watson_non@hotmail.com,2022-01-10 13:49:42,edge,|{"city": "East Oleta Kulas side", "country": "TT", "street_name": "Pink Center", "street_number": 180, "zip_code": "047"}|
67,jed_dignissimos@yahoo.com,2022-01-10 16:52:34,chrome,|{"city": "North Elijah Turcotte berg", "country": "SO", "street_name": "Erdman Ford", "street_number": 180, "zip_code": "295"}|
68,obie_ut@yahoo.com,2022-01-10 21:04:29,edge,|{"city": "Moore berg", "country": "US", "street_name": "Johann Mills", "street_number": 116, "zip_code": "3146"}|
69,gerson_tempora@gmail.com,2022-01-11 04:47:03,edge,|{"city": "Altenwerth borough", "country": "JP", "street_name": "Schumm Rue", "street_number": 73, "zip_code": "211"}|
70,walker_quibusdam@gmail.com,2022-01-11 05:25:44,safari,|{"city": "Kutch view", "country": "BR", "street_name": "Alverta Plain", "street_number": 66, "zip_code": "0841"}|
71,linnie_dolor@gmail.com,2022-01-11 11:15:07,edge,|{"city": "Yost ville", "country": "KZ", "street_name": "Freeman Ville", "street_number": 137, "zip_code": "643"}|
72,ila_doloribus@yahoo.com,2022-01-11 17:53:54,safari,|{"city": "Satterfield chester", "country": "MS", "street_name": "Collins Islands", "street_number": 129, "zip_code": "4327"}|
73,rogers_qui@yahoo.com,2022-01-12 03:45:42,safari,|{"city": "East Randi Littel fort", "country": "HT", "street_name": "Fletcher Rest", "street_number": 67, "zip_code": "1771"}|
74,rudolph_consectetur@hotmail.com,2022-01-12 08:12:58,chrome,|{"city": "Lake Miguel Nikolaus ville", "country": "AR", "street_name": "Monroe Street", "street_number": 198, "zip_code": "98511"}|
75,christopher_reiciendis@hotmail.com,2022-01-12 09:54:14,chrome,|{"city": "New Philip Moen mouth", "country": "MH", "street_name": "Shaylee Way", "street_number": 173, "zip_code": "75591"}|
76,solon_consequuntur@yahoo.com,2022-01-12 12:28:28,edge,|{"city": "Dickens berg", "country": "FM", "street_name": "Jayme Hollow", "street_number": 182, "zip_code": "688"}|
77,rahsaan_quis@hotmail.com,2022-01-12 15:28:22,edge,|{"city": "Hamill burgh", "country": "AZ", "street_name": "Deckow Lakes", "street_number": 145, "zip_code": "84219"}|
78,kelton_quos@yahoo.com,2022-01-12 19:26:51,safari,|{"city": "Dicki view", "country": "BV", "street_name": "Felicita Ports", "street_number": 151, "zip_code": "348"}|
79,isabelle_optio@yahoo.com,2022-01-12 21:26:51,safari,|{"city": "Robel mouth", "country": "AL", "street_name": "Wiegand Heights", "street_number": 189, "zip_code": "500"}|
80,emmett_fugit@yahoo.com,2022-01-12 22:47:39,safari,|{"city": "Helene view", "country": "FR", "street_name": "Margot Cliffs", "street_number": 88, "zip_code": "71561"}|
81,vivian_numquam@hotmail.com,2022-01-13 01:09:29,chrome,|{"city": "Schmitt ville", "country": "AO", "street_name": "Fannie Mountain", "street_number": 159, "zip_code": "03449"}|
82,joaquin_eos@hotmail.com,2022-01-13 10:13:47,chrome,|{"city": "Hubert town", "country": "CN", "street_name": "Effertz Ways", "street_number": 116, "zip_code": "715"}|
83,preston_ut@yahoo.com,2022-01-13 11:13:38,chrome,|{"city": "West Emerald Reinger mouth", "country": "BY", "street_name": "Mitchell Center", "street_number": 89, "zip_code": "137"}|
84,ivah_incidunt@gmail.com,2022-01-13 15:28:58,chrome,|{"city": "Kutch ville", "country": "TK", "street_name": "Winfield Brooks", "street_number": 112, "zip_code": "7051"}|
85,kaley_quos@hotmail.com,2022-01-13 16:07:59,chrome,|{"city": "Madeline chester", "country": "RS", "street_name": "Felicita Rue", "street_number": 103, "zip_code": "10860"}|
86,ruthie_quod@gmail.com,2022-01-13 18:48:00,edge,|{"city": "Jazmyn mouth", "country": "LV", "street_name": "Kunze Shoals", "street_number": 108, "zip_code": "303"}|
87,cristina_doloremque@yahoo.com,2022-01-13 19:05:45,chrome,|{"city": "New Celestine Terry bury", "country": "BE", "street_name": "Bartoletti Brooks", "street_number": 38, "zip_code": "556"}|
88,fritz_voluptatem@gmail.com,2022-01-13 21:12:57,edge,|{"city": "Abbott berg", "country": "NU", "street_name": "Dicki Skyway", "street_number": 109, "zip_code": "7930"}|
89,shyann_est@gmail.com,2022-01-13 21:17:32,chrome,|{"city": "Corkery furt", "country": "VU", "street_name": "Langosh Extension", "street_number": 63, "zip_code": "69587"}|
90,magnus_aperiam@gmail.com,2022-01-13 23:03:47,safari,|{"city": "Frankie mouth", "country": "HN", "street_name": "Witting Courts", "street_number": 0, "zip_code": "5685"}|
91,jodie_dolor@gmail.com,2022-01-14 06:16:51,safari,|{"city": "West Rowan Parisian borough", "country": "EG", "street_name": "Grady Street", "street_number": 38, "zip_code": "46839"}|
92,clay_similique@gmail.com,2022-01-14 08:30:09,chrome,|{"city": "Lake Dusty Rice mouth", "country": "IS", "street_name": "Angelita Meadows", "street_number": 17, "zip_code": "094"}|
93,raven_est@yahoo.com,2022-01-14 12:31:40,safari,|{"city": "Goodwin mouth", "country": "CD", "street_name": "Donavon Gateway", "street_number": 64, "zip_code": "0648"}|
94,giovanni_dolores@gmail.com,2022-01-14 12:35:55,safari,|{"city": "King ville", "country": "BQ", "street_name": "Schoen Knolls", "street_number": 166, "zip_code": "022"}|
95,daphney_rerum@gmail.com,2022-01-14 15:26:21,chrome,|{"city": "Ratke view", "country": "VU", "street_name": "Schultz Pines", "street_number": 37, "zip_code": "83683"}|
96,dora_aut@hotmail.com,2022-01-14 16:39:33,firefox,|{"city": "New Carolina Kuhn town", "country": "CD", "street_name": "Malinda Square", "street_number": 81, "zip_code": "407"}|
97,brenda_ut@yahoo.com,2022-01-14 20:27:46,chrome,|{"city": "Larkin land", "country": "CU", "street_name": "Jones Loop", "street_number": 106, "zip_code": "9931"}|
98,augustine_nihil@yahoo.com,2022-01-15 01:45:57,safari,|{"city": "Kemmer town", "country": "VA", "street_name": "Johnston Turnpike", "street_number": 65, "zip_code": "4475"}|
99,carlos_explicabo@yahoo.com,2022-01-15 04:55:13,chrome,|{"city": "North Denis Little furt", "country": "JO", "street_name": "King Road", "street_number": 51, "zip_code": "281"}|
100,leslie_repellat@gmail.com,2022-01-15 07:55:48,chrome,|{"city": "Konopelski mouth", "country": "ZA", "street_name": "Margaretta Avenue", "street_number": 104, "zip_code": "58843"}|
